,t=1,t=1,t=1,t=1,t=2,t=2,t=2,t=2,t=3,t=3,t=3,t=3,t=4,t=4,t=4,t=4,t=5,t=5,t=5,t=5,t=6,t=6,t=6,t=6,t=7,t=7,t=7,t=7
0,260.2139845177656,-47.35226850749727,260.2139845177656,-47.35226850749727,265.2139845177656,-42.35226850749727,265.2139845177656,-42.35226850749727,270.2139845177656,-37.35226850749727,270.2139845177656,-37.35226850749727,275.2139845177656,-32.35226850749727,275.2139845177656,-32.35226850749727,280.2139845177656,-27.35226850749727,280.2139845177656,-27.35226850749727,285.2139845177656,-22.35226850749727,285.2139845177656,-22.35226850749727,290.2139845177656,-17.35226850749727,290.2139845177656,-17.35226850749727
1,4.21305208464198,-47.52668119646413,4.21305208464198,-47.52668119646413,9.21305208464198,-42.52668119646413,9.21305208464198,-42.52668119646413,14.21305208464198,-37.52668119646413,14.21305208464198,-37.52668119646413,19.21305208464198,-32.52668119646413,19.21305208464198,-32.52668119646413,24.21305208464198,-27.526681196464132,24.21305208464198,-27.526681196464132,29.21305208464198,-22.526681196464132,29.21305208464198,-22.526681196464132,34.21305208464198,-17.526681196464132,34.21305208464198,-17.526681196464132
2,76.79523144374586,-48.92270681488132,76.79523144374586,-48.92270681488132,81.79523144374586,-43.92270681488132,81.79523144374586,-43.92270681488132,86.79523144374586,-38.92270681488132,86.79523144374586,-38.92270681488132,91.79523144374586,-33.92270681488132,91.79523144374586,-33.92270681488132,96.79523144374586,-28.922706814881323,96.79523144374586,-28.922706814881323,101.79523144374586,-23.922706814881323,101.79523144374586,-23.922706814881323,106.79523144374586,-18.922706814881323,106.79523144374586,-18.922706814881323
3,295.30663599085983,-47.18569968980906,295.30663599085983,-47.18569968980906,300.30663599085983,-42.18569968980906,300.30663599085983,-42.18569968980906,305.30663599085983,-37.18569968980906,305.30663599085983,-37.18569968980906,310.30663599085983,-32.18569968980906,310.30663599085983,-32.18569968980906,315.30663599085983,-27.185699689809063,315.30663599085983,-27.185699689809063,320.30663599085983,-22.185699689809063,320.30663599085983,-22.185699689809063,325.30663599085983,-17.185699689809063,325.30663599085983,-17.185699689809063
4,284.03778287254386,284.03778287254386,284.03778287254386,284.03778287254386,289.03778287254386,289.03778287254386,289.03778287254386,289.03778287254386,294.03778287254386,294.03778287254386,294.03778287254386,294.03778287254386,299.03778287254386,299.03778287254386,299.03778287254386,299.03778287254386,304.03778287254386,304.03778287254386,304.03778287254386,304.03778287254386,309.03778287254386,309.03778287254386,309.03778287254386,309.03778287254386,314.03778287254386,314.03778287254386,314.03778287254386,314.03778287254386
5,62.45259376419385,62.45259376419385,62.45259376419385,62.45259376419385,67.45259376419385,67.45259376419385,67.45259376419385,67.45259376419385,72.45259376419385,72.45259376419385,72.45259376419385,72.45259376419385,77.45259376419385,77.45259376419385,77.45259376419385,77.45259376419385,82.45259376419385,82.45259376419385,82.45259376419385,82.45259376419385,87.45259376419385,87.45259376419385,87.45259376419385,87.45259376419385,92.45259376419385,92.45259376419385,92.45259376419385,92.45259376419385
6,337.0073697700127,337.0073697700127,337.0073697700127,337.0073697700127,342.0073697700127,342.0073697700127,342.0073697700127,342.0073697700127,347.0073697700127,347.0073697700127,347.0073697700127,347.0073697700127,352.0073697700127,352.0073697700127,352.0073697700127,352.0073697700127,357.0073697700127,357.0073697700127,357.0073697700127,357.0073697700127,362.0073697700127,362.0073697700127,362.0073697700127,362.0073697700127,367.0073697700127,367.0073697700127,367.0073697700127,367.0073697700127
7,112.87532440429297,112.87532440429297,112.87532440429297,112.87532440429297,117.87532440429297,117.87532440429297,117.87532440429297,117.87532440429297,122.87532440429297,122.87532440429297,122.87532440429297,122.87532440429297,127.87532440429297,127.87532440429297,127.87532440429297,127.87532440429297,132.87532440429297,132.87532440429297,132.87532440429297,132.87532440429297,137.87532440429297,137.87532440429297,137.87532440429297,137.87532440429297,142.87532440429297,142.87532440429297,142.87532440429297,142.87532440429297
8,-47.693741096185136,379.2793259701112,379.2793259701112,-47.693741096185136,-42.693741096185136,384.2793259701112,384.2793259701112,-42.693741096185136,-37.693741096185136,389.2793259701112,389.2793259701112,-37.693741096185136,-32.693741096185136,394.2793259701112,394.2793259701112,-32.693741096185136,-27.693741096185136,399.2793259701112,399.2793259701112,-27.693741096185136,-22.693741096185136,404.2793259701112,404.2793259701112,-22.693741096185136,-17.693741096185136,409.2793259701112,409.2793259701112,-17.693741096185136
9,-47.75118898130096,384.26732914031845,384.26732914031845,-47.75118898130096,-42.75118898130096,389.26732914031845,389.26732914031845,-42.75118898130096,-37.75118898130096,394.26732914031845,394.26732914031845,-37.75118898130096,-32.75118898130096,399.26732914031845,399.26732914031845,-32.75118898130096,-27.751188981300963,404.26732914031845,404.26732914031845,-27.751188981300963,-22.751188981300963,409.26732914031845,409.26732914031845,-22.751188981300963,-17.751188981300963,414.26732914031845,414.26732914031845,-17.751188981300963
10,-46.768527229511015,389.7294681839846,389.7294681839846,-46.768527229511015,-41.768527229511015,394.7294681839846,394.7294681839846,-41.768527229511015,-36.768527229511015,399.7294681839846,399.7294681839846,-36.768527229511015,-31.768527229511015,404.7294681839846,404.7294681839846,-31.768527229511015,-26.768527229511015,409.7294681839846,409.7294681839846,-26.768527229511015,-21.768527229511015,414.7294681839846,414.7294681839846,-21.768527229511015,-16.768527229511015,419.7294681839846,419.7294681839846,-16.768527229511015
11,-47.163884330608084,349.11695043181135,349.11695043181135,-47.163884330608084,-42.163884330608084,354.11695043181135,354.11695043181135,-42.163884330608084,-37.163884330608084,359.11695043181135,359.11695043181135,-37.163884330608084,-32.163884330608084,364.11695043181135,364.11695043181135,-32.163884330608084,-27.163884330608084,369.11695043181135,369.11695043181135,-27.163884330608084,-22.163884330608084,374.11695043181135,374.11695043181135,-22.163884330608084,-17.163884330608084,379.11695043181135,379.11695043181135,-17.163884330608084
12,258.1736510909505,258.1736510909505,258.1736510909505,-47.329213052742894,263.1736510909505,263.1736510909505,263.1736510909505,-42.329213052742894,268.1736510909505,268.1736510909505,268.1736510909505,-37.329213052742894,273.1736510909505,273.1736510909505,273.1736510909505,-32.329213052742894,278.1736510909505,278.1736510909505,278.1736510909505,-27.329213052742894,283.1736510909505,283.1736510909505,283.1736510909505,-22.329213052742894,288.1736510909505,288.1736510909505,288.1736510909505,-17.329213052742894
13,267.32056747861736,267.32056747861736,267.32056747861736,-47.058184984076895,272.32056747861736,272.32056747861736,272.32056747861736,-42.058184984076895,277.32056747861736,277.32056747861736,277.32056747861736,-37.058184984076895,282.32056747861736,282.32056747861736,282.32056747861736,-32.058184984076895,287.32056747861736,287.32056747861736,287.32056747861736,-27.058184984076895,292.32056747861736,292.32056747861736,292.32056747861736,-22.058184984076895,297.32056747861736,297.32056747861736,297.32056747861736,-17.058184984076895
14,274.44651540841835,274.44651540841835,274.44651540841835,-46.634471260054355,279.44651540841835,279.44651540841835,279.44651540841835,-41.634471260054355,284.44651540841835,284.44651540841835,284.44651540841835,-36.634471260054355,289.44651540841835,289.44651540841835,289.44651540841835,-31.634471260054355,294.44651540841835,294.44651540841835,294.44651540841835,-26.634471260054355,299.44651540841835,299.44651540841835,299.44651540841835,-21.634471260054355,304.44651540841835,304.44651540841835,304.44651540841835,-16.634471260054355
15,204.17429262664194,204.17429262664194,204.17429262664194,-46.51774952866857,209.17429262664194,209.17429262664194,209.17429262664194,-41.51774952866857,214.17429262664194,214.17429262664194,214.17429262664194,-36.51774952866857,219.17429262664194,219.17429262664194,219.17429262664194,-31.517749528668567,224.17429262664194,224.17429262664194,224.17429262664194,-26.517749528668567,229.17429262664194,229.17429262664194,229.17429262664194,-21.517749528668567,234.17429262664194,234.17429262664194,234.17429262664194,-16.517749528668567
16,351.29628317277246,-47.22410526425591,-47.22410526425591,-47.22410526425591,356.29628317277246,-42.22410526425591,-42.22410526425591,-42.22410526425591,361.29628317277246,-37.22410526425591,-37.22410526425591,-37.22410526425591,366.29628317277246,-32.22410526425591,-32.22410526425591,-32.22410526425591,371.29628317277246,-27.22410526425591,-27.22410526425591,-27.22410526425591,376.29628317277246,-22.22410526425591,-22.22410526425591,-22.22410526425591,381.29628317277246,-17.22410526425591,-17.22410526425591,-17.22410526425591
17,246.79601761340965,-47.60591852152813,-47.60591852152813,-47.60591852152813,251.79601761340965,-42.60591852152813,-42.60591852152813,-42.60591852152813,256.7960176134096,-37.60591852152813,-37.60591852152813,-37.60591852152813,261.7960176134096,-32.60591852152813,-32.60591852152813,-32.60591852152813,266.7960176134096,-27.60591852152813,-27.60591852152813,-27.60591852152813,271.7960176134096,-22.60591852152813,-22.60591852152813,-22.60591852152813,276.7960176134096,-17.60591852152813,-17.60591852152813,-17.60591852152813
18,313.4747350862676,-48.73031733569957,-48.73031733569957,-48.73031733569957,318.4747350862676,-43.73031733569957,-43.73031733569957,-43.73031733569957,323.4747350862676,-38.73031733569957,-38.73031733569957,-38.73031733569957,328.4747350862676,-33.73031733569957,-33.73031733569957,-33.73031733569957,333.4747350862676,-28.730317335699567,-28.730317335699567,-28.730317335699567,338.4747350862676,-23.730317335699567,-23.730317335699567,-23.730317335699567,343.4747350862676,-18.730317335699567,-18.730317335699567,-18.730317335699567
19,182.83044004894643,-46.82255906057966,-46.82255906057966,-46.82255906057966,187.83044004894643,-41.82255906057966,-41.82255906057966,-41.82255906057966,192.83044004894643,-36.82255906057966,-36.82255906057966,-36.82255906057966,197.83044004894643,-31.822559060579657,-31.822559060579657,-31.822559060579657,202.83044004894643,-26.822559060579657,-26.822559060579657,-26.822559060579657,207.83044004894643,-21.822559060579657,-21.822559060579657,-21.822559060579657,212.83044004894643,-16.822559060579657,-16.822559060579657,-16.822559060579657
20,-48.586745422950415,-48.586745422950415,-48.586745422950415,-48.586745422950415,-43.586745422950415,-43.586745422950415,-43.586745422950415,-43.586745422950415,-38.586745422950415,-38.586745422950415,-38.586745422950415,-38.586745422950415,-33.586745422950415,-33.586745422950415,-33.586745422950415,-33.586745422950415,-28.586745422950415,-28.586745422950415,-28.586745422950415,-28.586745422950415,-23.586745422950415,-23.586745422950415,-23.586745422950415,-23.586745422950415,-18.586745422950415,-18.586745422950415,-18.586745422950415,-18.586745422950415
21,-46.520027380614145,-46.520027380614145,-46.520027380614145,-46.520027380614145,-41.520027380614145,-41.520027380614145,-41.520027380614145,-41.520027380614145,-36.520027380614145,-36.520027380614145,-36.520027380614145,-36.520027380614145,-31.520027380614145,-31.520027380614145,-31.520027380614145,-31.520027380614145,-26.520027380614145,-26.520027380614145,-26.520027380614145,-26.520027380614145,-21.520027380614145,-21.520027380614145,-21.520027380614145,-21.520027380614145,-16.520027380614145,-16.520027380614145,-16.520027380614145,-16.520027380614145
22,-46.0583765999025,-46.0583765999025,-46.0583765999025,-46.0583765999025,-41.0583765999025,-41.0583765999025,-41.0583765999025,-41.0583765999025,-36.0583765999025,-36.0583765999025,-36.0583765999025,-36.0583765999025,-31.058376599902502,-31.058376599902502,-31.058376599902502,-31.058376599902502,-26.058376599902502,-26.058376599902502,-26.058376599902502,-26.058376599902502,-21.058376599902502,-21.058376599902502,-21.058376599902502,-21.058376599902502,-16.058376599902502,-16.058376599902502,-16.058376599902502,-16.058376599902502
23,-47.882873486030114,-47.882873486030114,-47.882873486030114,-47.882873486030114,-42.882873486030114,-42.882873486030114,-42.882873486030114,-42.882873486030114,-37.882873486030114,-37.882873486030114,-37.882873486030114,-37.882873486030114,-32.882873486030114,-32.882873486030114,-32.882873486030114,-32.882873486030114,-27.882873486030114,-27.882873486030114,-27.882873486030114,-27.882873486030114,-22.882873486030114,-22.882873486030114,-22.882873486030114,-22.882873486030114,-17.882873486030114,-17.882873486030114,-17.882873486030114,-17.882873486030114
24,30.452057819336375,-46.2453997656449,30.452057819336375,-46.2453997656449,35.452057819336375,-41.2453997656449,35.452057819336375,-41.2453997656449,40.452057819336375,-36.2453997656449,40.452057819336375,-36.2453997656449,45.452057819336375,-31.245399765644898,45.452057819336375,-31.245399765644898,50.452057819336375,-26.245399765644898,50.452057819336375,-26.245399765644898,55.452057819336375,-21.245399765644898,55.452057819336375,-21.245399765644898,60.452057819336375,-16.245399765644898,60.452057819336375,-16.245399765644898
